2836803	0.12 
2447022	0.13 
3858694	0.13 
5418631	0.14 
1555740	0.15 
1615722	0.15 
5327565	0.16 
2319435	0.17 
2336721	0.17 
2209427	0.18 
1178985	0.18 
1037391	0.19 
13875	0.20 
2297099	0.21 
2250501	0.22 
4425023	0.22 
3891681	0.23 
5604894	0.23 
5275795	0.23 
5996750	0.23 
2970431	0.24 
2665855	0.24 
6098985	0.24 
2439925	0.24 
1720962	0.25 
2244325	0.25 
3872595	0.25 
1151708	0.25 
1910705	0.25 
1764237	0.26 
1911967	0.26 
3458239	0.26 
3820249	0.26 
4288507	0.26 
5838501	0.26 
1736545	0.27 
5047435	0.27 
4744191	0.27 
2265269	0.27 
3658996	0.27 
4368913	0.27 
3376116	0.27 
1079606	0.27 
1776524	0.28 
2789617	0.28 
2243881	0.28 
1827595	0.28 
2786889	0.28 
3533158	0.28 
2178251	0.28 
4446477	0.28 
1761545	0.29 
5072221	0.29 
3212690	0.29 
2283998	0.29 
2485397	0.29 
4512381	0.29 
2298596	0.29 
4573141	0.29 
1445790	0.29 
3143154	0.29 
1308434	0.29 
1072455	0.29 
4424838	0.29 
5630721	0.29 
119867	0.30 
2029882	0.30 
2961438	0.30 
1600184	0.30 
4613710	0.30 
131721	0.30 
142313	0.30 
1308566	0.30 
2283297	0.30 
1593227	0.30 
3983200	0.30 
2576828	0.30 
3039085	0.30 
4034950	0.30 
2763569	0.30 
1030326	0.31 
2469193	0.31 
6148756	0.31 
4233090	0.31 
3101533	0.31 
4410273	0.31 
156619	0.31 
4538094	0.31 
4737345	0.31 
3190454	0.31 
2490917	0.31 
3164625	0.31 
6255682	0.31 
1088712	0.31 
3612228	0.31 
4620173	0.31 
131667	0.31 
4854432	0.31 
3684990	0.32 
88072	0.32 
1357209	0.32 
2402367	0.32 
5616564	0.32 
3253058	0.32 
3367477	0.32 
4937785	0.32 
1504963	0.32 
1855760	0.33 
4368721	0.33 
5726978	0.33 
121718	0.33 
2483478	0.33 
3947765	0.33 
3099963	0.33 
2608699	0.33 
4397673	0.34 
2742832	0.34 
14188	0.34 
5478989	0.34 
4402945	0.34 
2369042	0.34 
3670069	0.34 
122183	0.34 
2786878	0.34 
1570906	0.35 
4216293	0.35 
2836190	0.35 
2318776	0.35 
1380325	0.35 
3057480	0.35 
6116036	0.35 
2443141	0.35 
1859365	0.35 
4587092	0.35 
2188610	0.35 
2835957	0.35 
1076400	0.35 
1885695	0.36 
3593890	0.36 
1569053	0.36 
1067130	0.36 
84099	0.36 
22066	0.36 
79982	0.36 
2672833	0.36 
3307413	0.36 
119309	0.36 
4441209	0.36 
3329151	0.36 
6134904	0.36 
4712808	0.37 
3843766	0.37 
3551474	0.37 
3675865	0.37 
5006540	0.37 
3785462	0.37 
1719501	0.38 
5816122	0.38 
3995428	0.38 
1681552	0.38 
1796398	0.38 
1683529	0.38 
4533500	0.38 
3609938	0.38 
1490004	0.38 
1048686	0.38 
2183446	0.38 
3955343	0.38 
1530245	0.38 
1286741	0.38 
2828177	0.38 
3240879	0.38 
1814472	0.38 
8851	0.38 
111903	0.39 
2965625	0.39 
103167	0.39 
2657001	0.39 
5244602	0.39 
1186860	0.39 
5143064	0.39 
2751797	0.39 
2448036	0.39 
5488423	0.39 
2238694	0.39 
1441685	0.39 
3014046	0.39 
2987539	0.39 
1331737	0.39 
3566485	0.39 
1722406	0.40 
133600	0.40 
3945674	0.40 
1256099	0.40 
5330128	0.40 
1184592	0.40 
3261235	0.40 
2273125	0.40 
4893051	0.40 
3295420	0.40 
3759517	0.41 
2704219	0.41 
155658	0.41 
5493472	0.41 
2324398	0.41 
1597758	0.41 
2566139	0.41 
1902316	0.41 
1236002	0.41 
4805965	0.41 
2267824	0.41 
1099533	0.41 
3025227	0.41 
1982620	0.42 
3321689	0.42 
175881	0.42 
4033073	0.42 
3226277	0.42 
4418479	0.42 
1186964	0.42 
4652148	0.42 
5264607	0.42 
3621918	0.43 
3960142	0.43 
6247850	0.43 
2548895	0.43 
4142374	0.43 
5510586	0.43 
4856529	0.43 
4959185	0.43 
2751885	0.43 
5230152	0.43 
5475870	0.43 
3592390	0.43 
1840626	0.43 
6229779	0.43 
2607612	0.44 
113610	0.44 
78316	0.44 
1553393	0.44 
2132261	0.44 
1075893	0.44 
3704254	0.44 
4970960	0.44 
1880712	0.44 
1860220	0.44 
183669	0.44 
4003875	0.44 
1062152	0.44 
1490301	0.45 
2395572	0.45 
3094485	0.45 
4463095	0.45 
3588646	0.45 
4728901	0.45 
1660560	0.45 
1642576	0.45 
1789294	0.45 
3231162	0.45 
1891927	0.45 
4183380	0.46 
2529196	0.46 
1322173	0.46 
1588375	0.46 
5702753	0.46 
88579	0.46 
